,scenario_0,scenario_1,equality
517,Control system failure at nuclear plant leads to dangerous material release. [H-8],Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
518,Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],Late crew response to autobrake anomaly leads to braking inefficiencies. [H-4.1],True
519,Brake system power-off too early interrupting necessary deceleration. [H-4.1],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
520,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Ground radar failure results in aircraft collision with ground object. [H-4],False
521,Brake system power-off too early interrupting necessary deceleration. [H-4.1],"Cargo aircraft inadvertently releases cargo mid-flight, violating separation standards. [H-1]",False
522,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Crew ignores braking system warnings due to unclear procedures. [H-4.1],True
523,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],Weather-induced loss of control disrupts mission timeline. [H-4],False
524,Autopilot disengagement error results in improper descent path. [H-6],Weather-induced loss of control disrupts mission timeline. [H-4],False
525,Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
526,Hydraulic leak prevents adequate brake pressure application. [H-4.1],Hydraulic failure leads to asymmetric brake application. [H-4.2],False
527,Actuator delay results in insufficient braking force during landing. [H-4.1],Nuclear plant valve malfunction results in unchecked material release. [H-8],True
528,Crew ignores braking system warnings due to unclear procedures. [H-4.1],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],True
529,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Early termination of brake command resulting in extended runway use. [H-4.1],True
530,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Nuclear plant valve malfunction results in unchecked material release. [H-8],False
531,Brake system power-off too early interrupting necessary deceleration. [H-4.1],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],False
532,Actuator delay results in insufficient braking force during landing. [H-4.1],Brake command transmission delay due to network congestion causes late brake application. [H-4.1],True
533,UAV’s data link failure leads to incomplete surveillance mission. [H-7],"Inadequate runway friction leads to extended landing roll, risking safety. [H-4.1]",False
534,"Miscommunication between crew and BSCU, failing to apply brakes during landing roll. [H-4.1]",Asymmetrical braking applied due to hydraulic system imbalance. [H-4.2],False
535,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Pilot error in thrust control leads to unsafe proximity to terrain during descent. [H-6],False
536,Satellite communication error prevents scientific data collection. [H-5],Malfunction in UAV’s navigation system prevents mission completion. [H-7],True
537,Late feedback to BSCU results in delayed braking upon touchdown. [H-4.1],"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",False
538,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],Hydraulic leak prevents adequate brake pressure application. [H-4.1],False
539,Control system failure at nuclear plant leads to dangerous material release. [H-8],BSCU manual override misinterpretation fails to apply necessary braking. [H-4.1],False
540,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Aircraft taxiing system error causes deviation from designated taxiway. [H-3],False
541,Nuclear plant valve malfunction results in unchecked material release. [H-8],Ground radar failure results in aircraft collision with ground object. [H-4],False
542,Malfunction in UAV’s navigation system prevents mission completion. [H-7],Autobrake system erroneously applies breaks during takeoff. [H-4.3],False
543,Ground proximity system failure leads to aircraft nearing other ground objects. [H-4],Control system failure at nuclear plant leads to dangerous material release. [H-8],True
544,Terrain detection issue causes aircraft to drift too close to a mountain. [H-6],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",False
545,Brake system power-off too early interrupting necessary deceleration. [H-4.1],"Wet runway impacts braking efficiency, causing deceleration issues. [H-4.1]",True
546,Weather-induced loss of control disrupts mission timeline. [H-4],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
547,Crew's incorrect power-off decision causes unnecessary brake failure. [H-4.1],"BSCU fails to disarm post-landing, resulting in abrupt brake engagement. [H-4.1]",False
548,Software crash causes temporary loss of satellite data acquisition capabilities. [H-5],Early termination of brake command resulting in extended runway use. [H-4.1],False
549,Structural failure of aircraft wing results in loss of airframe integrity. [H-2],Hydraulic leak prevents adequate brake pressure application. [H-4.1],False
550,Crew ignores braking system warnings due to unclear procedures. [H-4.1],Crew intervention in normal braking leads to unnecessary power-off of BSCU. [H-4.1],True
551,Power surge in BSCU disrupts normal braking sequence. [H-4.1],Weather-induced loss of control disrupts mission timeline. [H-4],False
552,Actuator delay results in insufficient braking force during landing. [H-4.1],"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",True
553,"Aircraft autopilot malfunctions mid-flight, leading to loss of minimum separation standards. [H-1]",Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],True
554,"Wind shear encounter causes deviation from flight path, compromising separation. [H-1]",Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
555,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Crew's late response to abnormal WBS handling results in safety compromise. [H-4.1],True
556,Actuator delay results in insufficient braking force during landing. [H-4.1],Power surge in BSCU disrupts normal braking sequence. [H-4.1],True
557,Malfunction in UAV’s navigation system prevents mission completion. [H-7],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],False
558,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Hydraulic control failure results in insufficient braking power application. [H-4.1],True
559,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",UAV’s data link failure leads to incomplete surveillance mission. [H-7],False
560,"Sensor misalignment reports incorrect ground proximity, leading to hazards. [H-4]",Power surge in BSCU disrupts normal braking sequence. [H-4.1],True
561,"Sensor failure misindicates aircraft stop, halting brake application prematurely. [H-4.1]",Communication lag leads to failure in timely satellite repositioning for data collection. [H-5],False
562,BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],Crew’s failure to acknowledge sensor alerts results in delay in power-off action. [H-4.1],False
563,GPS failure results in UAV deviating from mission path. [H-4],BSCU software error causes braking delay beyond specified time after touchdown. [H-4.1],True
